"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nucb1",3.80767020553055e-28,0.266235944299288,0.413,0.259,5.50512958315607e-24,"1","Nucb1"
"Pim1.1",4.63252751205515e-28,0.253723148698585,0.485,0.315,6.69770827692933e-24,"1","Pim1"
"Fut8",4.7343501402665e-28,0.272971023196861,0.208,0.097,6.84492343279731e-24,"1","Fut8"
"Pacsin1",6.07436874122399e-28,-0.263389768759665,0.048,0.155,8.78232232606165e-24,"1","Pacsin1"
"Ahr.1",6.30649121296377e-28,0.276630611024822,0.214,0.1,9.11792499570302e-24,"1","Ahr"
"Tmem154.1",7.60672730461779e-28,0.274507724873475,0.361,0.213,1.09978063370164e-23,"1","Tmem154"
"Nfatc1",1.07289577426186e-27,0.277607732771773,0.446,0.288,1.55119271042779e-23,"1","Nfatc1"
"Sytl2",1.18793721603705e-27,0.29363014722294,0.242,0.123,1.71751962694637e-23,"1","Sytl2"
"Rpl23a.1",1.19902403689983e-27,-0.285065873570549,0.678,0.734,1.73354895254977e-23,"1","Rpl23a"
"Inpp5f",2.23385049717494e-27,-0.350198888526122,0.118,0.241,3.22970104881553e-23,"1","Inpp5f"
"Jak1",4.01848204577394e-27,-0.262659648661359,0.788,0.823,5.80992134177996e-23,"1","Jak1"
"Rab1b",4.41215928202438e-27,0.250431705666723,0.339,0.199,6.37909988995085e-23,"1","Rab1b"
"Rpl37a",9.56447437921777e-27,-0.297251151359715,0.572,0.654,1.3828317057473e-22,"1","Rpl37a"
"Kdm5b",1.08949869921238e-26,-0.298040664681206,0.08,0.198,1.57519721932126e-22,"1","Kdm5b"
"Rpl37.1",2.18914546948957e-26,-0.282604683346121,0.592,0.666,3.16506651978802e-22,"1","Rpl37"
"Il2rb",3.57587389845697e-26,0.263422688672076,0.668,0.511,5.16999848238909e-22,"1","Il2rb"
"1600014C10Rik",3.6422648534407e-26,-0.300063879734654,0.102,0.221,5.26598652510457e-22,"1","1600014C10Rik"
"Nap1l1",6.5108493989837e-26,0.257501327664457,0.642,0.483,9.41338606105063e-22,"1","Nap1l1"
"Zap70",1.80126096349408e-25,0.254990146764543,0.681,0.515,2.60426310101974e-21,"1","Zap70"
"Ramp1",1.99470871147647e-25,-0.297402678924652,0.065,0.169,2.88394985505269e-21,"1","Ramp1"
"Zbp1.1",4.60148305292859e-25,0.276935409763029,0.383,0.241,6.65282419792416e-21,"1","Zbp1"
"Znrf1",4.62096870563524e-25,-0.316716924400192,0.122,0.237,6.68099655460742e-21,"1","Znrf1"
"Crim1",5.33467892551988e-25,-0.256777389929324,0.035,0.127,7.71287879051664e-21,"1","Crim1"
"Pnrc1",2.0317553710918e-24,-0.305567489419032,0.215,0.343,2.93751191552452e-20,"1","Pnrc1"
"Adamts6",2.56521026706336e-24,-0.268266016343203,0.05,0.146,3.7087810041202e-20,"1","Adamts6"
"Rps29.1",2.98525706684523e-24,-0.283943439709025,0.597,0.656,4.31608466724483e-20,"1","Rps29"
"Tiam1.1",1.15718396754985e-23,-0.3620424119324,0.267,0.381,1.67305658028357e-19,"1","Tiam1"
"Irf2bp2",1.21502669277819e-23,-0.29323649956045,0.089,0.195,1.7566855924187e-19,"1","Irf2bp2"
"Egr2.1",1.29241092309665e-23,-0.392131148741115,0.029,0.113,1.86856771261314e-19,"1","Egr2"
"Notch2",1.66130345077492e-23,-0.359298532931899,0.153,0.266,2.40191252913038e-19,"1","Notch2"
"B4galnt1.1",1.71050389725088e-23,-0.372895694047311,0.292,0.403,2.47304653464533e-19,"1","B4galnt1"
"Sesn3",1.85876869930007e-23,-0.268296028753348,0.094,0.202,2.68740778544805e-19,"1","Sesn3"
"Ms4a6b",2.25252263749563e-23,-0.31547971845285,0.572,0.646,3.25669722929119e-19,"1","Ms4a6b"
"D17H6S56E-5.1",2.34744368876618e-23,0.281123769288802,0.434,0.291,3.39393408521815e-19,"1","D17H6S56E-5"
"Kmt2c",4.4410742606298e-23,-0.414139535889874,0.246,0.361,6.42090516601857e-19,"1","Kmt2c"
"Pla2g16.1",4.76242198495134e-23,0.254883439559539,0.388,0.251,6.88550970584265e-19,"1","Pla2g16"
"Ypel3",8.79137104177437e-23,-0.264066859871133,0.099,0.209,1.27105642521974e-18,"1","Ypel3"
"Rapgef6",2.63120574620159e-22,-0.3571813978495,0.529,0.599,3.80419726785826e-18,"1","Rapgef6"
"Nrip1.1",5.88651155056088e-22,-0.4154273521044,0.173,0.283,8.51071839980092e-18,"1","Nrip1"
"Gm20645.1",1.10215423231436e-21,-0.276008278981842,0.058,0.15,1.59349458908011e-17,"1","Gm20645"
"Arhgef3",2.39681433921133e-21,-0.322575062876842,0.362,0.472,3.46531417163174e-17,"1","Arhgef3"
"Itk.1",3.30266921187532e-21,-0.3506733070724,0.22,0.332,4.77499914652934e-17,"1","Itk"
"Trim12a",3.49214839861155e-21,-0.25965420916453,0.065,0.158,5.04894815471258e-17,"1","Trim12a"
"Cd53",4.05947514462651e-21,0.250183522000476,0.619,0.475,5.86918916410101e-17,"1","Cd53"
"Lef1",1.62739949490555e-20,-0.330655318383179,0.258,0.364,2.35289418973444e-16,"1","Lef1"
"Kdm6b.1",2.50321625812302e-20,-0.357557871371552,0.101,0.198,3.61915006599426e-16,"1","Kdm6b"
"Ctss",4.19237439587701e-20,-0.307113396596878,0.454,0.543,6.06133490155898e-16,"1","Ctss"
"Gimap4",5.27909022421628e-20,0.267721326860323,0.738,0.641,7.6325086461719e-16,"1","Gimap4"
"Rel.1",9.43909774992153e-20,-0.268913832598513,0.062,0.15,1.36470475268365e-15,"1","Rel"
"Pecam1",1.13818021762752e-19,-0.319342500608842,0.156,0.261,1.64558095864587e-15,"1","Pecam1"
"Stat6.1",1.21339440901605e-19,-0.328099543888439,0.368,0.465,1.75432563655541e-15,"1","Stat6"
"Sipa1l1",2.17710315865933e-19,-0.251763066364469,0.112,0.211,3.14765574678966e-15,"1","Sipa1l1"
"Il6ra",2.30028981044201e-19,-0.329513116445929,0.196,0.299,3.32575900793705e-15,"1","Il6ra"
"Ddit4",4.82967777868066e-19,-0.273936430367154,0.206,0.321,6.9827481324165e-15,"1","Ddit4"
"Nr4a1.1",7.04433202855486e-19,-0.503471275682168,0.068,0.153,1.01846952468846e-14,"1","Nr4a1"
"Tmem64",8.40348710590326e-19,-0.31429968689722,0.166,0.268,1.21497616577149e-14,"1","Tmem64"
"Lphn1",2.80741925184327e-18,-0.259261054620139,0.114,0.21,4.058966754315e-14,"1","Lphn1"
"Btg2",3.87342381898454e-18,-0.286640646556805,0.122,0.217,5.60019615748785e-14,"1","Btg2"
"Top2b",5.46333205056568e-18,-0.291534175078517,0.51,0.569,7.89888547870786e-14,"1","Top2b"
"Dpp4",7.06442831614074e-18,-0.26038644575988,0.117,0.213,1.02137504594763e-13,"1","Dpp4"
"Slc44a2",1.49888676951097e-17,-0.307920782432173,0.308,0.401,2.16709049135896e-13,"1","Slc44a2"
"H2-Q4",3.12801946288121e-17,-0.275986567983488,0.351,0.45,4.52249053943365e-13,"1","H2-Q4"
"Il7r.1",3.49401947736281e-17,-0.41194435108868,0.095,0.181,5.05165336037114e-13,"1","Il7r"
"Ppp1r15a",6.52703098063562e-17,-0.25103840217181,0.079,0.162,9.43678139180299e-13,"1","Ppp1r15a"
"Smg1",8.32881492218539e-17,-0.291577255316568,0.549,0.601,1.20418006144956e-12,"1","Smg1"
"Myc.1",8.7472220330899e-17,-0.316262870667464,0.099,0.185,1.26467336154414e-12,"1","Myc"
"Ldb1",1.79083377375495e-16,-0.277600665304715,0.323,0.412,2.58918747009491e-12,"1","Ldb1"
"Bcl11b",1.91276368609956e-16,-0.292058094765865,0.486,0.551,2.76547373736275e-12,"1","Bcl11b"
"Skil",2.94344816943515e-16,-0.337940312129951,0.337,0.42,4.25563736336934e-12,"1","Skil"
"Zfp831",4.95577218697929e-16,-0.275414892824297,0.13,0.218,7.16505542793466e-12,"1","Zfp831"
"Gtf2i.1",7.62557769041598e-16,-0.291764728092292,0.321,0.408,1.10250602248034e-11,"1","Gtf2i"
"Mbp",1.05383125721201e-15,-0.303562989306832,0.289,0.377,1.52362923167712e-11,"1","Mbp"
"Cox7a2l",7.40462784494247e-15,-0.273824751575341,0.351,0.427,1.07056109382178e-10,"1","Cox7a2l"
"Rpl36a.1",1.25192240090089e-14,-0.261819949756683,0.471,0.528,1.81002940722251e-10,"1","Rpl36a"
"Tspan13.1",1.55695292086409e-13,-0.302824431738572,0.267,0.343,2.2510425329853e-09,"1","Tspan13"
"Egr1.1",2.4842625379165e-13,-0.44200648482481,0.091,0.164,3.59174677731968e-09,"1","Egr1"
"Nfkbid.1",3.91448497341849e-13,-0.262408722351544,0.057,0.121,5.65956237456845e-09,"1","Nfkbid"
"Nfkbia.1",5.37815656428656e-13,-0.264392558941997,0.311,0.4,7.77573876064551e-09,"1","Nfkbia"
"Galnt10",6.47362765169646e-13,-0.251333627943014,0.17,0.25,9.35957085882274e-09,"1","Galnt10"
"Mybbp1a.1",1.2046575678838e-12,-0.281638765979495,0.423,0.497,1.7416939116464e-08,"1","Mybbp1a"
"BC016423.1",1.28499502016369e-12,-0.308195260995151,0.171,0.247,1.85784580015266e-08,"1","BC016423"
"Xist",1.49518882335235e-12,-0.308081089789474,0.674,0.673,2.16174400080283e-08,"1","Xist"
"Hivep3.1",1.91185463600386e-12,-0.278846568706574,0.12,0.195,2.76415943273438e-08,"1","Hivep3"
"Cd69.1",3.28128187179487e-12,-0.352401019787843,0.12,0.191,4.74407733024102e-08,"1","Cd69"
"Zdhhc20",3.52108093396121e-12,-0.255659958229182,0.308,0.382,5.09077881432111e-08,"1","Zdhhc20"
"Phf15.1",3.66009559287311e-12,-0.300110072711487,0.214,0.287,5.29176620817594e-08,"1","Phf15"
"Sorl1",4.35895489272148e-12,-0.261995484434073,0.18,0.257,6.30217698389671e-08,"1","Sorl1"
"Tnfaip3.1",4.63728047633791e-12,-0.275471230356303,0.122,0.193,6.70458011268935e-08,"1","Tnfaip3"
"Nxpe3",8.57147001704257e-12,-0.274475864492938,0.175,0.246,1.23926313506402e-07,"1","Nxpe3"
"Stat5a.1",1.1074669868061e-11,-0.257845868724383,0.147,0.218,1.60117576952426e-07,"1","Stat5a"
"Tnip1",1.19705077023458e-11,-0.255609024056896,0.334,0.405,1.73069600360515e-07,"1","Tnip1"
"Kmt2d",1.50008348417074e-11,-0.261345767206046,0.319,0.386,2.16882070141405e-07,"1","Kmt2d"
"Stat1",3.06083365464508e-11,-0.251655582180661,0.794,0.797,4.42535329788586e-07,"1","Stat1"
"Tecpr1",4.17436704176957e-11,-0.257287477603404,0.238,0.314,6.03529986899045e-07,"1","Tecpr1"
"Gas5.1",4.2864919690286e-11,-0.256119660799374,0.38,0.439,6.19741008882154e-07,"1","Gas5"
"Ubr4",9.46571810395201e-11,-0.273920988689801,0.411,0.461,1.36855352346938e-06,"1","Ubr4"
"Zfp281.1",1.40973415869337e-10,-0.256859306967366,0.196,0.265,2.03819364663888e-06,"1","Zfp281"
"Mga",1.99100358102304e-10,-0.284813979182755,0.223,0.291,2.87859297744311e-06,"1","Mga"
"Kbtbd11",2.85878547317254e-10,-0.260876572532395,0.602,0.627,4.13323203711285e-06,"1","Kbtbd11"
"Elk4",3.25043699056357e-10,-0.250971173508113,0.329,0.389,4.69948180095681e-06,"1","Elk4"
"Rnf213",4.01203085789173e-10,-0.354392917142112,0.384,0.445,5.80059421433986e-06,"1","Rnf213"
"Ncoa7",4.08775010970985e-09,-0.269415226484266,0.165,0.224,5.91006910861851e-05,"1","Ncoa7"
"Itga6",4.90361574256665e-09,-0.260794065267742,0.392,0.444,7.08964764060286e-05,"1","Itga6"
"Prkca",1.88970066445561e-08,-0.261978185235661,0.274,0.331,0.000273212922066993,"1","Prkca"
"Nin",2.40629336458249e-08,-0.259838261945333,0.265,0.319,0.000347901894651336,"1","Nin"
"Rgs1",8.02556661134671e-08,-0.297009659392414,0.204,0.257,0.00116033642066851,"1","Rgs1"
"Herc2",2.34567153127162e-06,-0.25202687010868,0.351,0.384,0.0339137189991251,"1","Herc2"
"2810474O19Rik.1",9.12505495615386e-05,-0.269676031666435,0.294,0.321,1,"1","2810474O19Rik"
"Itga4.1",0.00966077656688268,0.296512171656103,0.365,0.361,1,"1","Itga4"
"Gbp2b.2",0,1.58508094981131,0.485,0.012,0,"2","Gbp2b"
"Ahnak.2",1.10067929223619e-242,1.1441638274604,0.928,0.544,1.59136212071509e-238,"2","Ahnak"
"Tubb5.2",2.49529466954073e-230,-1.40877634026253,0.575,0.881,3.60769703322199e-226,"2","Tubb5"
"Hnrnpab.1",9.35622516102797e-184,-1.00200517117011,0.537,0.866,1.35272303378142e-179,"2","Hnrnpab"
"Mcm5.1",4.54307530383222e-179,-1.2895977037481,0.086,0.612,6.56837827428062e-175,"2","Mcm5"
"Maf.2",1.78088036320756e-173,0.948815947463777,0.705,0.28,2.5747968291255e-169,"2","Maf"
"Malat1.1",4.38249250288228e-173,0.979452180015576,0.967,0.771,6.3362076606672e-169,"2","Malat1"
"Hsp90ab1.1",2.28834871571351e-172,-0.850063699104621,0.897,0.977,3.3084945731786e-168,"2","Hsp90ab1"
"Ybx1.1",1.54167934119686e-170,-0.948623804540081,0.544,0.853,2.22895999150242e-166,"2","Ybx1"
"Rplp0",3.81587442205403e-169,-0.577797723229379,0.958,0.996,5.51699123940571e-165,"2","Rplp0"
"Rrm1.2",9.86690032324852e-169,-1.321398761102,0.113,0.607,1.42655644873527e-164,"2","Rrm1"
"Hspa8",1.19179514689073e-165,-0.791909474025151,0.811,0.95,1.72309742337461e-161,"2","Hspa8"
"H2afz.1",2.45838468772026e-164,-1.07045376492338,0.246,0.712,3.55433258150596e-160,"2","H2afz"
"Mcm3.1",1.13335869610368e-158,-1.21607976760574,0.14,0.619,1.6386100028267e-154,"2","Mcm3"
"Tuba1b.2",9.1343163157021e-158,-1.15263392555364,0.181,0.64,1.32063945292421e-153,"2","Tuba1b"
"Ptma.1",2.91108575025829e-157,-0.876013614002944,0.527,0.829,4.20884777772343e-153,"2","Ptma"
"Top2a.2",4.71353878324859e-155,-1.89503284384836,0.108,0.57,6.81483437282081e-151,"2","Top2a"
"Ldha.1",1.2430789375054e-147,-0.911867753327261,0.588,0.857,1.79724352784531e-143,"2","Ldha"
"Uhrf1.1",9.62454698707633e-147,-1.22613005047842,0.035,0.501,1.3915170033915e-142,"2","Uhrf1"
"mt-Rnr2.1",1.21777114621704e-146,0.337167974073223,1,1,1.7606535232006e-142,"2","mt-Rnr2"
"Mki67.2",1.1585272711393e-145,-1.9251439937545,0.161,0.585,1.6749987286132e-141,"2","Mki67"
"Ccr4.1",1.16746320219078e-141,0.889476650509955,0.529,0.177,1.68791829772743e-137,"2","Ccr4"
"Gm26924.1",1.32121775002028e-140,0.281618663872576,1,1,1.91021662297932e-136,"2","Gm26924"
"Il7r.2",2.15269318761336e-140,0.989909835539733,0.4,0.095,3.11236381065139e-136,"2","Il7r"
"Lig1.1",4.86336473105441e-138,-1.10915185148514,0.08,0.534,7.03145272815847e-134,"2","Lig1"
"Hmgb2.2",1.60963938905195e-137,-1.25892267602435,0.183,0.599,2.3272166286913e-133,"2","Hmgb2"
"Lmnb1.2",1.37812237763588e-136,-1.13046984606755,0.204,0.622,1.99248933358596e-132,"2","Lmnb1"
"Rps12",3.50564000617687e-135,-0.586135760183396,0.897,0.969,5.06845432093052e-131,"2","Rps12"
"mt-Rnr1.1",3.48016302091203e-134,0.375962501400063,1,1,5.03161969563462e-130,"2","mt-Rnr1"
"Rps2",9.06163188587359e-134,-0.64946004461509,0.801,0.942,1.3101307380596e-129,"2","Rps2"
"Hnrnpa2b1.1",2.62937749127148e-133,-0.655275146311568,0.784,0.927,3.8015539768803e-129,"2","Hnrnpa2b1"
"Mcm6.1",3.85253509323767e-133,-1.01416812574434,0.268,0.669,5.56999523780303e-129,"2","Mcm6"
"Itgae.1",5.84835320522257e-128,0.963580796430688,0.519,0.174,8.45554906411079e-124,"2","Itgae"
"Txnip.2",8.40900420619968e-128,0.907594913888166,0.591,0.254,1.21577382813235e-123,"2","Txnip"
"Stmn1.2",2.89516131368384e-126,-1.02318719850919,0.031,0.451,4.1858242273241e-122,"2","Stmn1"
"Pcna.1",1.85812819385431e-125,-1.03473373779703,0.2,0.606,2.68648174267456e-121,"2","Pcna"
"Itm2b.1",4.39679083796047e-125,0.840971722904382,0.868,0.709,6.35688019352325e-121,"2","Itm2b"
"Mcm4.1",5.69409740372859e-125,-0.991154973944747,0.182,0.601,8.2325260263108e-121,"2","Mcm4"
"Pa2g4.1",5.29529646707922e-124,-0.948202495058719,0.267,0.666,7.65593963210313e-120,"2","Pa2g4"
"Mcm7.1",1.04125820686935e-123,-0.95692337056876,0.106,0.533,1.5054511154917e-119,"2","Mcm7"
"Tmpo.2",5.77899690233803e-123,-0.929088137226261,0.311,0.682,8.35527372140032e-119,"2","Tmpo"
"Rpsa",1.0548523011553e-121,-0.432411953090611,0.981,0.998,1.52510545701033e-117,"2","Rpsa"
"Npm1.1",1.15148185594421e-120,-0.889225444257582,0.588,0.834,1.66481246732414e-116,"2","Npm1"
"Rrm2.2",6.1566011610678e-119,-1.12255734694868,0.027,0.428,8.90121395867182e-115,"2","Rrm2"
"Ccna2.2",3.01639300405334e-117,-1.07142592846407,0.016,0.409,4.36110100526031e-113,"2","Ccna2"
"Dnmt1.2",3.26196358613642e-113,-0.882982116442236,0.264,0.645,4.71614695283604e-109,"2","Dnmt1"
"2810417H13Rik.2",2.48743547971265e-111,-0.920668932132396,0.013,0.39,3.59633421656855e-107,"2","2810417H13Rik"
"Ran.1",5.12130287340401e-111,-0.837543463747653,0.198,0.591,7.40437969436752e-107,"2","Ran"
"Samhd1.1",1.93973142652215e-110,0.708853199449448,0.894,0.711,2.80446369646572e-106,"2","Samhd1"
"Ncl.1",2.15356215932162e-108,-0.832750951294247,0.673,0.863,3.1136201699472e-104,"2","Ncl"
"Hsp90aa1.1",3.25904408176566e-108,-0.866280296060152,0.348,0.693,4.71192593341679e-104,"2","Hsp90aa1"
"Atp5b.1",2.35704981892948e-105,-0.659136963680714,0.625,0.843,3.40782262820824e-101,"2","Atp5b"
"Matk.1",5.08233168586325e-105,0.65986374282515,0.306,0.068,7.34803515142109e-101,"2","Matk"
"Cbx5.1",8.60546277310133e-105,-0.871756264665094,0.147,0.531,1.24417780773499e-100,"2","Cbx5"
"Eif5a.2",8.91975639757087e-105,-0.784422681651992,0.456,0.756,1.2896183799608e-100,"2","Eif5a"
"Hnrnpa3",8.96781814367189e-105,-0.679390764913138,0.491,0.773,1.29656714721208e-100,"2","Hnrnpa3"
"Mcm2.1",1.10522467316265e-104,-0.836034118905974,0.098,0.486,1.59793383245856e-100,"2","Mcm2"
"mmu-mir-6236.1",2.79800881020436e-104,0.52033105869611,0.999,1,4.04536113779347e-100,"2","mmu-mir-6236"
"Prg4",3.26486644982936e-104,0.710594826992476,0.226,0.033,4.72034391316328e-100,"2","Prg4"
"Ncapd2.2",1.83939255751509e-103,-0.925138201252857,0.075,0.45,2.65939375965532e-99,"2","Ncapd2"
"Kif11.2",7.22805715661662e-103,-1.07146405233447,0.017,0.371,1.04503250370363e-98,"2","Kif11"
"Pkm.1",6.19388715736206e-99,-0.681370703317581,0.625,0.832,8.95512205211407e-95,"2","Pkm"
"Gm14085",7.15710295991377e-99,0.518412998530054,0.18,0.018,1.03477394594433e-94,"2","Gm14085"
"Tubb4b.2",2.82617189077093e-96,-0.935548034437313,0.194,0.549,4.0860793196766e-92,"2","Tubb4b"
"Actb.2",7.60537111564398e-96,-0.347699906357967,1,1,1.09958455589981e-91,"2","Actb"
"Gapdh.2",2.28133340536658e-95,-0.725619680557291,0.38,0.696,3.298351837479e-91,"2","Gapdh"
"Hist1h1b.2",3.87119251720016e-95,-1.15852926268195,0.02,0.357,5.59697014136798e-91,"2","Hist1h1b"
"Topbp1.1",2.00750207527667e-93,-0.757427272886325,0.167,0.537,2.902446500435e-89,"2","Topbp1"
"Birc5.2",2.07679105509812e-93,-0.80690615513827,0.018,0.351,3.00262450746086e-89,"2","Birc5"
"Whsc1.2",3.89821361843295e-92,-0.838102719923376,0.172,0.529,5.63603724953036e-88,"2","Whsc1"
"Tkt.1",5.0516657134595e-92,-0.692969021821735,0.359,0.691,7.30369828851974e-88,"2","Tkt"
"Slc25a5.1",1.80019496857482e-91,-0.666964300426848,0.394,0.714,2.60272188556548e-87,"2","Slc25a5"
"Rpl41",2.16076216300046e-91,-0.521145904168565,0.784,0.903,3.12402993526606e-87,"2","Rpl41"
"Tpx2.2",2.78296126546026e-91,-0.8970068961721,0.018,0.346,4.02360539760244e-87,"2","Tpx2"
"Smc2.2",1.4951587889212e-90,-0.800504238241672,0.094,0.446,2.16170057702227e-86,"2","Smc2"
"Tcp1.1",1.70198412041756e-90,-0.699669600037152,0.364,0.686,2.46072864129971e-86,"2","Tcp1"
"Serbp1",3.22662208114089e-90,-0.586431385106973,0.707,0.873,4.6650502049135e-86,"2","Serbp1"
"Anp32e.2",4.16726379503853e-90,-0.73631109399179,0.325,0.644,6.0250299948667e-86,"2","Anp32e"
"Atp5a1.1",1.8203205527595e-89,-0.575073498926313,0.641,0.845,2.63181945517969e-85,"2","Atp5a1"
"Psat1.1",4.34160155438447e-88,-0.699954246658591,0.09,0.435,6.27708752732907e-84,"2","Psat1"
"Pde2a.1",4.41677950381967e-88,0.574208109968441,0.243,0.049,6.38577980662247e-84,"2","Pde2a"
"Hells.1",3.92711024262243e-87,-0.75301887966075,0.049,0.38,5.67781598878352e-83,"2","Hells"
"Hnrnpu",5.04639716309135e-87,-0.505876921231749,0.776,0.895,7.29608101839747e-83,"2","Hnrnpu"
"Srsf3.1",6.52627918109298e-87,-0.667101051063918,0.38,0.687,9.43569444002423e-83,"2","Srsf3"
"Rbbp7.1",1.07946533985529e-86,-0.675829477546831,0.293,0.63,1.56069098836278e-82,"2","Rbbp7"
"Srsf2.1",1.14637507681425e-86,-0.687216729747018,0.302,0.634,1.65742908605804e-82,"2","Srsf2"
"Tmem66.1",2.42839998833885e-85,0.686501044404534,0.598,0.33,3.51098070314031e-81,"2","Tmem66"
"Nap1l1.1",2.81443506631314e-85,-0.719723802575814,0.267,0.596,4.06911021887554e-81,"2","Nap1l1"
"Ranbp1.1",5.84775357328743e-85,-0.717431358481152,0.176,0.521,8.45468211625897e-81,"2","Ranbp1"
"Eif4a1.1",6.74847630681054e-85,-0.647790390136223,0.41,0.719,9.75694704438668e-81,"2","Eif4a1"
"Tpi1.2",6.92086332335073e-85,-0.790201330784183,0.167,0.505,1.00061841929005e-80,"2","Tpi1"
"Ncapg2.2",3.11454757803701e-84,-0.7241942261518,0.029,0.341,4.5030128883259e-80,"2","Ncapg2"
"Tyms.2",1.38239190457832e-83,-0.721602445280455,0.041,0.356,1.99866221563934e-79,"2","Tyms"
"Cdca8.2",5.63467935388601e-83,-0.752258012205906,0.032,0.341,8.14661940984839e-79,"2","Cdca8"
"Ppia.1",8.04052490183711e-83,-0.657682143841743,0.356,0.668,1.16249909030761e-78,"2","Ppia"
"Nucks1.2",9.70492302247653e-83,-0.714506296764528,0.304,0.621,1.40313777058966e-78,"2","Nucks1"
"Ezh2.2",1.37921403240404e-82,-0.732217055264785,0.143,0.475,1.99406764804976e-78,"2","Ezh2"
"Stip1.1",1.60254582063191e-82,-0.671972055266763,0.338,0.66,2.31696074746961e-78,"2","Stip1"
"Dut.1",1.7610377310769e-82,-0.707213663753916,0.091,0.419,2.54610835159098e-78,"2","Dut"
"Rps17.1",2.55899814148548e-82,-0.535983873193354,0.614,0.834,3.6997995129597e-78,"2","Rps17"
"Anp32b",6.09303454316957e-82,-0.648363676507597,0.429,0.702,8.80930934251457e-78,"2","Anp32b"
"Myo3b",1.21612449366126e-81,0.38042256836196,0.138,0.012,1.75827279293545e-77,"2","Myo3b"
"Kpnb1.1",1.47541781743663e-81,-0.621419985423037,0.502,0.759,2.13315908044988e-77,"2","Kpnb1"
"Rangap1.2",2.10549346949837e-81,-0.683697404612368,0.268,0.597,3.04412245820075e-77,"2","Rangap1"
"Anapc5.1",2.28753893082547e-81,-0.67125092951222,0.275,0.609,3.30732378618746e-77,"2","Anapc5"
"Srsf1.1",3.32052897328623e-81,-0.647464443562408,0.293,0.615,4.80082078957724e-77,"2","Srsf1"
"Rorc",3.38094745803817e-81,0.383894960596318,0.135,0.011,4.88817383483159e-77,"2","Rorc"
"Set.1",4.56919910721468e-81,-0.630444124713379,0.48,0.742,6.60614806921099e-77,"2","Set"
"Chaf1a.1",8.8897832142707e-81,-0.659608081420015,0.023,0.325,1.28528485711926e-76,"2","Chaf1a"
"2810474O19Rik.2",2.88617626744256e-80,0.762741714160533,0.523,0.262,4.17283364746846e-76,"2","2810474O19Rik"
"Asf1b.2",1.12170789108132e-79,-0.646107361732526,0.023,0.32,1.62176526892537e-75,"2","Asf1b"
"Rnase4",3.61045378068405e-79,0.378524720886834,0.139,0.013,5.219994076113e-75,"2","Rnase4"
"Kif15.2",4.72822526850536e-79,-0.698588059661937,0.024,0.32,6.83606809320505e-75,"2","Kif15"
"Macf1.1",2.25273615833846e-78,0.574312354392218,0.885,0.771,3.25700593772575e-74,"2","Macf1"
"Xpo1.1",2.66557080586148e-78,-0.63533791694949,0.295,0.622,3.85388227111452e-74,"2","Xpo1"
"Rpl28",3.27355001103102e-78,-0.491101778050035,0.627,0.847,4.73289860594865e-74,"2","Rpl28"
"Rpl8.1",3.35044036744802e-78,-0.365778194705336,0.938,0.983,4.84406668325635e-74,"2","Rpl8"
"Fen1.1",4.06151159852068e-78,-0.633464108892295,0.068,0.386,5.8721334691412e-74,"2","Fen1"
"Tacc3.2",4.31463736599152e-78,-0.68002519517221,0.028,0.325,6.23810270375054e-74,"2","Tacc3"
"Cct5",5.06962009659628e-78,-0.592536995878944,0.49,0.755,7.32965673565889e-74,"2","Cct5"
"Ncaph.2",1.50080680336411e-77,-0.679930165371097,0.022,0.313,2.16986647630384e-73,"2","Ncaph"
"Ncapg.2",1.69471420525065e-76,-0.700332518895253,0.03,0.322,2.45021779795139e-72,"2","Ncapg"
"Pole",1.93578642800776e-76,-0.663773483150121,0.026,0.318,2.79876001761362e-72,"2","Pole"
"Ipo5",3.22397012480155e-76,-0.691780934959411,0.227,0.549,4.66121600643808e-72,"2","Ipo5"
"Gpr15",3.58374497116464e-76,0.41433180932139,0.139,0.014,5.18137847930983e-72,"2","Gpr15"
"Nme1.1",6.20179510870763e-76,-0.678656563730161,0.273,0.585,8.9665553681695e-72,"2","Nme1"
"Trp53inp1.1",8.88457767839144e-76,0.645655997700322,0.587,0.319,1.28453224074183e-71,"2","Trp53inp1"
"Cct2.1",1.02312708035615e-75,-0.554273455435284,0.547,0.79,1.47923713277892e-71,"2","Cct2"
"Rps8.1",4.71380491616035e-75,-0.408347268334916,0.876,0.95,6.81521914778464e-71,"2","Rps8"
"Rpl3",8.74684617385727e-75,-0.383876119395576,0.923,0.974,1.26461901981628e-70,"2","Rpl3"
"Pabpc1",1.0370908314194e-74,-0.409071823414112,0.888,0.949,1.49942592406617e-70,"2","Pabpc1"
"Rpl14",5.16228708633528e-74,-0.441798258639528,0.81,0.919,7.46363466942355e-70,"2","Rpl14"
"Eif3b",5.99370620137773e-74,-0.646985146791093,0.368,0.662,8.66570042595193e-70,"2","Eif3b"
"Hspd1.1",1.06454374961847e-73,-0.77291854119884,0.207,0.517,1.53911735319838e-69,"2","Hspd1"
"Kif20a.2",4.15095991916971e-73,-0.652041908614413,0.017,0.293,6.00145785113557e-69,"2","Kif20a"
"Cdk4",4.56011820630232e-73,-0.637108150631241,0.226,0.544,6.5930189026719e-69,"2","Cdk4"
