"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Rps27l",3.24454738289175e-200,-0.303183177285409,0.069,0.238,4.69096660618489e-196
"Pola2",4.10315729852365e-200,-0.258013184033159,0.038,0.181,5.93234482220549e-196
"Rbbp4",5.94977001365561e-200,-0.433679036186552,0.286,0.523,8.60217748574329e-196
"Capzb",2.0978917037892e-199,-0.429536008364156,0.487,0.71,3.03313182533843e-195
"Lars2",8.6577612493754e-199,0.310802479947456,0.999,0.999,1.2517391214347e-194
"Cd82",1.08004267377153e-198,-0.462036002252433,0.296,0.545,1.56152569773888e-194
"Cct5",3.69930265587143e-198,-0.465677098276667,0.508,0.704,5.34845177985891e-194
"Actr3",1.1944362247996e-197,-0.395486869385384,0.714,0.846,1.72691589381526e-193
"Rad21",1.90247483167416e-197,-0.531794751747494,0.368,0.58,2.7505981116345e-193
"Coro1c",5.9379623163642e-197,-0.369124608640328,0.145,0.357,8.58510591699936e-193
"Hdlbp",1.06934744217987e-196,-0.405613411545991,0.233,0.474,1.54606253190365e-192
"Nop58",1.3104495797093e-196,-0.452108243771607,0.177,0.393,1.8946480023437e-192
"E2f2",2.13874564331536e-196,-0.489066324204548,0.151,0.358,3.09219845110535e-192
"Rpa1",1.14796986284399e-195,-0.461474205465722,0.29,0.52,1.65973482769984e-191
"Baz1a",2.79599286840239e-195,-0.428612660586495,0.157,0.372,4.04244648913618e-191
"Hmha1",2.89157495436839e-195,0.382663014491288,0.869,0.773,4.18063906902581e-191
"Eif4h",8.54807519974167e-195,-0.425285245461791,0.304,0.543,1.23588071237865e-190
"Hmgb1",6.01620869058795e-194,-0.370747921416618,0.137,0.341,8.69823452485206e-190
"Pdia3",1.15757654524381e-193,-0.406668139848524,0.582,0.765,1.6736241691135e-189
"Rps2",2.8525563256301e-193,-0.364284149584709,0.85,0.915,4.124225935596e-189
"Cdc25a",3.77621770270995e-193,-0.268656711841354,0.043,0.187,5.45965555457804e-189
"Sephs1",4.55967159706068e-193,-0.306864109697735,0.08,0.255,6.59237319503033e-189
"Gars",1.69931342482691e-192,-0.377614939506813,0.14,0.345,2.45686734961474e-188
"Dhx9",4.7210712262898e-192,-0.423508665364916,0.424,0.652,6.82572477896979e-188
"Txnip",6.40111410942695e-192,0.522807393742126,0.542,0.319,9.25473077940949e-188
"Psma7",1.42525046253668e-191,-0.42013929617776,0.286,0.522,2.06062711873553e-187
"Slmo2",1.5152591019462e-191,-0.296615297764334,0.062,0.222,2.19076160959382e-187
"Tubg1",6.93626010100383e-191,-0.252416902384248,0.04,0.18,1.00284448540313e-186
"Pycard",1.82367245593953e-190,-0.495062367094181,0.217,0.436,2.63666563679737e-186
"Atp2a2",1.72197632018266e-189,-0.38928911765563,0.232,0.467,2.48963336372009e-185
"Psmc1",1.03105926331472e-188,-0.374324585496901,0.157,0.367,1.49070548290042e-184
"Baz1b",1.16332302022267e-188,-0.414515607140252,0.347,0.586,1.68193242263794e-184
"Aars",1.34522095532633e-188,-0.34666022288451,0.147,0.356,1.94492045721081e-184
"Cdc34",2.47718864745704e-188,-0.377188771266586,0.137,0.338,3.58151934649340e-184
"Fam111a",2.90413476824178e-188,-0.362243394772116,0.151,0.363,4.19879804792397e-184
"Creld2",5.09327688769128e-188,-0.298467000749487,0.063,0.223,7.36385972422406e-184
"Suv39h1",1.5639427623152e-187,-0.262012752940371,0.054,0.206,2.26114844575532e-183
"Ift80",1.83597047193006e-187,0.537151287931864,0.558,0.35,2.65444610831648e-183
"Arhgdia",2.0099364908437e-187,-0.418182606262321,0.47,0.68,2.90596617846182e-183
"Myo5a",3.07234352157437e-187,-0.282878530715348,0.052,0.203,4.44199426349223e-183
"Serinc3",6.3054395674024e-186,-0.495397686785756,0.338,0.558,9.1164045265504e-182
"Slc16a1",1.33671850712826e-185,-0.264577691099304,0.042,0.181,1.93262761760603e-181
"Bcl2",3.52396020408319e-185,0.592640625623955,0.471,0.259,5.09494166306347e-181
"Cct7",4.37494935547867e-185,-0.443127327956464,0.41,0.63,6.32530177815106e-181
"Psmc3",8.38173823295156e-185,-0.414278642634195,0.33,0.562,1.21183171372014e-180
"Ppp2r4",9.80180851204682e-185,-0.352157596626515,0.16,0.372,1.41714547467173e-180
"Fgl2",1.22498454125724e-184,-0.379800373019363,0.019,0.129,1.77108264974972e-180
"Eftud2",1.59793837476213e-184,-0.390961843143365,0.209,0.432,2.31029930223109e-180
"Psmb4",2.32089167283839e-184,-0.413983554541152,0.334,0.567,3.35554518058974e-180
"Irf8",4.42968165761812e-184,-0.452272303803521,0.057,0.208,6.40443374058429e-180
"Suz12",6.79843834223896e-184,-0.40446111212424,0.232,0.459,9.82918215520909e-180
"Fam129a",1.01633164469122e-183,-0.44024647824751,0.2,0.421,1.46941229189457e-179
"Clic1",1.15863979866853e-183,-0.442736328071241,0.406,0.623,1.67516142091496e-179
"Shmt2",1.68287965928504e-183,-0.353125650537204,0.092,0.266,2.43310741139431e-179
"Lyar",2.09884367732583e-183,-0.289009274236576,0.056,0.207,3.03450818867768e-179
"Timm50",3.6404558680646e-183,-0.278622733706398,0.066,0.225,5.2633710940478e-179
"Ide",1.16841687776888e-182,-0.32327826331294,0.114,0.305,1.68929712187824e-178
"Cct3",1.20781140037069e-182,-0.467944201779266,0.382,0.602,1.74625372265594e-178
"Treml2",2.36168523849283e-182,0.570672663758377,0.426,0.211,3.41452451781294e-178
"Pomp",3.5251774646148e-182,-0.364703139564132,0.216,0.445,5.09670157834008e-178
"Sec11c",4.4416921938527e-182,-0.358799858670357,0.14,0.341,6.42179857387224e-178
"Cse1l",1.35953279409778e-181,-0.329960547098425,0.116,0.305,1.96561251370657e-177
"Prpf19",4.00303862939039e-181,-0.367971456105124,0.162,0.37,5.78759325037263e-177
"Hnrnpll",4.95552852327853e-181,-0.341002843220635,0.139,0.342,7.16470313895609e-177
"Psma6",6.89090583850548e-181,-0.412091268967259,0.317,0.548,9.96287166131123e-177
"Eif3c",9.69993172318522e-180,-0.410309923312878,0.495,0.7,1.40241612853812e-175
"Rps27",9.99196722831487e-180,0.399508898583586,0.777,0.668,1.44463862186976e-175
"Vdac1",1.29651902536576e-179,-0.37287680348092,0.18,0.391,1.87450720687381e-175
"Ptpn7",1.76500422508633e-179,-0.421264650968607,0.323,0.557,2.55184310862982e-175
"Sfpq",6.79182188446379e-179,-0.403222628118482,0.443,0.656,9.81961608055775e-175
"Cltc",4.74251375362023e-178,-0.410088701812456,0.38,0.609,6.85672638498412e-174
"Raly",2.59546113273348e-177,-0.397802847937102,0.481,0.684,3.75251770570606e-173
"Eif4g1",5.62443939270749e-177,-0.41189788524492,0.473,0.68,8.13181447397649e-173
"Fkbp2",5.81015198443113e-177,-0.272061926517561,0.058,0.208,8.40031773909052e-173
"Cyp51",1.67315372451433e-176,-0.31564352431648,0.069,0.228,2.41904565490282e-172
"Macf1",3.67021143476463e-176,0.41671283357173,0.863,0.793,5.30639169238271e-172
"Hjurp",4.01801258426605e-176,-0.457579916611352,0.224,0.439,5.80924259433185e-172
"Nup50",5.37310855855108e-176,-0.339822145081282,0.151,0.355,7.76844035395316e-172
"Smc1a",6.36824137805218e-176,-0.427486700061057,0.319,0.543,9.20720338438785e-172
"Akt1",2.05331384874831e-175,-0.348917358967148,0.158,0.363,2.96868116252031e-171
"Cdc42",4.00664915181218e-175,-0.398108399554305,0.565,0.75,5.79281334369005e-171
"Mapre2",9.46011695534321e-175,-0.308053147010251,0.075,0.236,1.36774370940352e-170
"Psma4",4.04612173779715e-174,-0.375194471989634,0.187,0.397,5.84988280850712e-170
"Ccdc124",4.74408082672286e-174,-0.29919823038832,0.098,0.275,6.85899205927591e-170
"Nup107",7.29881807835997e-174,-0.295495550004254,0.091,0.264,1.05526311776928e-169
"Itgb1",1.25256806205134e-173,-0.50301240939685,0.263,0.488,1.81096290411383e-169
"Mthfd2",1.76150310302727e-173,-0.328750594548869,0.122,0.31,2.54678118635683e-169
"Rad23b",2.35293635296399e-173,-0.371667738271022,0.233,0.457,3.40187537911534e-169
"Ddost",2.89090816017309e-173,-0.35967242999414,0.19,0.405,4.17967501797825e-169
"Kbtbd11",1.01078683310233e-172,0.437535471207946,0.754,0.619,1.46139560329934e-168
"Psme3",2.28927472705818e-172,-0.360185575792358,0.164,0.368,3.30983340038071e-168
"Ppat",2.82495493563585e-172,-0.349132397182539,0.125,0.313,4.08431984594232e-168
"Uba2",4.12713161989389e-172,-0.36413389328338,0.214,0.432,5.96700689604258e-168
"Lamc1",7.01952898879722e-172,-0.324028824318048,0.058,0.204,1.0148835012003e-167
"Cbx1",7.4197364527949e-172,-0.325082539781895,0.143,0.341,1.07274549634509e-167
"Lrba",1.07804775898428e-171,-0.47564247172373,0.171,0.371,1.55864144993947e-167
"Stard4",2.49875924779816e-171,-0.294912905152215,0.072,0.229,3.61270612046657e-167
"Impdh2",8.11346098368583e-171,-0.371731915324838,0.183,0.39,1.1730441890213e-166
"Actl6a",2.47900488581978e-170,-0.317238922060285,0.128,0.318,3.58414526391824e-166
"Cdca7l",4.72272584511219e-170,-0.276826662731062,0.061,0.209,6.8281170268632e-166
"Npm1",7.05042985348257e-170,-0.532739111170057,0.671,0.787,1.01935114821651e-165
"Galk1",1.04675689103337e-169,-0.282216251238638,0.052,0.192,1.51340111305604e-165
"Sfxn1",4.64834509566233e-169,-0.31315905828607,0.106,0.283,6.7205773393086e-165
"Rbmxl1",7.09548105124948e-169,-0.266516805150662,0.068,0.22,1.02586465038965e-164
"Fh1",2.09587298897249e-168,-0.25401745871234,0.065,0.216,3.03021316745643e-164
"Gmps",7.89229230511143e-168,-0.328039291996888,0.141,0.334,1.14106762147301e-163
"Hyou1",1.00204210911204e-167,-0.387553525658942,0.22,0.437,1.44875248135419e-163
"H1f0",5.47148117481635e-167,-0.385662866676737,0.084,0.244,7.91066748254947e-163
"Hmgcr",6.81771863992679e-167,-0.337140688848567,0.129,0.317,9.85705760960615e-163
"Dbi",1.44633506528555e-166,-0.26151632849481,0.081,0.243,2.09111123738984e-162
"Actn4",2.37445301709475e-166,-0.372641932676978,0.362,0.59,3.43298417211559e-162
"Cct8",3.3308389506046e-166,-0.438617590923425,0.417,0.617,4.81572695478414e-162
"Eif3l",6.9702522301815e-166,-0.374737777064945,0.308,0.534,1.00775906743964e-161
"Dtymk",1.06173249682818e-165,-0.25158090136799,0.065,0.214,1.53505284391419e-161
"Dck",1.08266589686762e-165,-0.25711238225019,0.047,0.179,1.5653183536912e-161
"Ptbp1",1.6712072238076e-165,-0.398000227970179,0.376,0.592,2.41623140418102e-161
"Gart",5.44637378445088e-165,-0.396011337613625,0.187,0.39,7.87436721755908e-161
"Strap",2.00478363674085e-164,-0.326963517982532,0.156,0.353,2.89851618199992e-160
"Cacybp",4.19169933484016e-164,-0.366543766390042,0.144,0.332,6.06035889831191e-160
"Rbl1",4.21243300810518e-164,-0.323100581653951,0.117,0.297,6.09033564311846e-160
"Marcksl1",2.05177361712089e-163,-0.257276427181112,0.026,0.136,2.96645429563339e-159
"Ddx21",2.71149896500845e-163,-0.445616806722555,0.375,0.585,3.92028520360922e-159
"Psmb7",4.46295571401671e-163,-0.325006816291287,0.157,0.352,6.45254137132537e-159
"Cpsf2",9.59469732225212e-163,-0.303832265918197,0.119,0.301,1.38720133885121e-158
"Hmgn1",1.46582527625979e-162,-0.343648315115202,0.123,0.302,2.11929018441641e-158
"Cldn25",2.2057923358763e-162,-0.309676084647311,0.079,0.236,3.18913455920995e-158
"Eea1",1.14693761275815e-161,-0.316785014968249,0.063,0.207,1.65824240052574e-157
"Hprt",4.40401521642595e-161,-0.300331470838827,0.128,0.311,6.36732519990863e-157
"Rtn3",1.15968996182924e-160,-0.333528152893073,0.209,0.424,1.67667974681272e-156
"Angptl2",3.07997363247896e-160,-0.310103650025319,0.018,0.118,4.45302587783807e-156
"Caprin1",4.59379657048789e-160,-0.366944485611435,0.519,0.707,6.64171108161139e-156
"Pfkp",5.92716918400512e-160,-0.367915544197398,0.202,0.411,8.56950120623461e-156
"Mthfd1l",5.9903438055835e-160,-0.312583874983778,0.13,0.315,8.66083907411262e-156
"Mrpl12",6.5873356029804e-160,-0.311239983195991,0.104,0.273,9.52396981478907e-156
"Fdps",1.24526767438496e-159,-0.284241727726929,0.057,0.197,1.80040800362577e-155
"Sdhb",1.70821574192344e-159,-0.358537638291897,0.222,0.433,2.46973831967291e-155
"Rdx",2.12166204072804e-159,-0.355495918031514,0.264,0.482,3.0674989784846e-155
"Crip1",2.52372100875416e-159,-0.590499773775201,0.352,0.546,3.64879583445677e-155
"Akap13",4.02911083675505e-159,0.395150220754669,0.823,0.731,5.82528844778045e-155
"Bak1",1.13887031350299e-158,-0.288954735335163,0.107,0.28,1.64657869926262e-154
"Ndufb8",2.11044533242158e-158,-0.308171378709376,0.162,0.358,3.05128186161512e-154
"Mrpl13",3.1306209137833e-158,-0.278016596586097,0.102,0.271,4.5262517171479e-154
"Eif3a",5.65617410415182e-158,-0.370875599330094,0.454,0.666,8.1776965197827e-154
"Ehd1",1.55886512050448e-157,-0.258954924660736,0.041,0.166,2.25380719122538e-153
"Psme2",1.60641611290731e-157,-0.381735748262218,0.355,0.579,2.32255641604139e-153
"Cad",2.11585172833425e-157,-0.304293908761398,0.09,0.251,3.05909842882566e-153
"Anxa6",2.97136921029838e-157,-0.485939321172785,0.558,0.709,4.2960056042494e-153
"Pdap1",5.00240459952034e-157,-0.332999528890245,0.168,0.364,7.23247656998651e-153
"Rpn2",6.4103185194409e-157,-0.341605335071809,0.246,0.463,9.26803851540766e-153
"Tardbp",6.44066556585299e-157,-0.34770953650722,0.233,0.448,9.31191427511025e-153
"Rab1",1.34676242450468e-156,-0.32431571031238,0.15,0.339,1.94714911334887e-152
"Slc7a1",1.4070944181741e-156,-0.296552197126336,0.086,0.244,2.03437710979612e-152
"Eif6",1.72985468349442e-156,-0.356283203004374,0.193,0.396,2.50102390139623e-152
"H2afv",5.46189767039995e-156,-0.363414515103149,0.13,0.307,7.89681165186425e-152
"Atp1a1",7.80338857325062e-156,-0.371411145250809,0.436,0.654,1.12821391992057e-151
"Samd1",8.19518499518314e-156,-0.327310099301058,0.12,0.294,1.18485984660358e-151
"Psmd2",2.98858821408052e-155,-0.367547331799414,0.318,0.534,4.32090083991761e-151
"Ssr2",3.8774463297733e-155,-0.302742824892896,0.15,0.341,5.60601190358624e-151
"Dkc1",8.00876228512431e-155,-0.375550972358867,0.166,0.356,1.15790685118327e-150
"Snrpd2",8.33154275431003e-155,-0.353813794899448,0.198,0.399,1.20457445141814e-150
"Uqcrq",1.03448407233455e-154,-0.346648068182177,0.22,0.43,1.4956570717813e-150
"Psma1",1.92702501404654e-154,-0.335739135252474,0.204,0.409,2.78609276530848e-150
"Tnfrsf9",2.48945433147964e-154,-0.466360639572011,0.141,0.319,3.59925307245326e-150
"Ndufb7",3.45161550222636e-154,-0.319894093735284,0.214,0.425,4.99034569311887e-150
"Ahr",1.24237175545508e-153,-0.295036792033819,0.028,0.136,1.79622108403695e-149
"Capg",6.27791797071541e-153,-0.399632839696603,0.527,0.725,9.07661380206033e-149
"Actr2",6.8316524040795e-153,-0.348007586461028,0.547,0.74,9.87720304581815e-149
"Rif1",8.22565870990798e-153,-0.332734731921979,0.195,0.399,1.1892657362785e-148
"Arpc1b",8.5228303070959e-153,-0.364158179721266,0.576,0.744,1.23223080579992e-148
"Ptges3",9.6100225790786e-152,-0.257398655169361,0.091,0.251,1.38941706448318e-147
"C1qbp",1.05174822755069e-151,-0.311490111108713,0.1,0.261,1.52061758739279e-147
"Exosc8",1.33589910767087e-151,-0.31134467566816,0.167,0.361,1.93144292987054e-147
"Kars",1.49795732097124e-151,-0.342583303145321,0.215,0.422,2.16574669466022e-147
"Psmd7",4.42292138217531e-151,-0.336009452808493,0.159,0.347,6.39465973434906e-147
"Smarca5",4.72069032206884e-151,-0.338738516517883,0.224,0.43,6.82517406764713e-147
"Ddb1",8.55624125677903e-151,-0.365760203375065,0.285,0.497,1.23706136090511e-146
"Tomm40",8.77058078630452e-151,-0.286198979651965,0.085,0.237,1.26805057008391e-146
"Txnl1",1.36877202204365e-150,-0.302755183271026,0.141,0.325,1.97897058947071e-146
"Timm13",2.02187956004416e-150,-0.329701309807494,0.194,0.393,2.92323346791185e-146
"Mif4gd",2.84518531371959e-150,-0.253199183768837,0.071,0.216,4.11356892657578e-146
"Dera",3.25924224850197e-150,-0.264537376631168,0.099,0.262,4.71221244288415e-146
"Eif4a3",1.21895595531813e-149,-0.351898619903737,0.257,0.468,1.76236652019896e-145
"Hif1a",1.61385414460226e-149,-0.388320846279487,0.277,0.492,2.33331032226595e-145
"Arpc5",2.64149616235332e-149,-0.37834757525406,0.484,0.678,3.81907515153043e-145
"Szrd1",5.84056372248503e-149,-0.317224057930388,0.211,0.418,8.44428702996886e-145
"Sod1",7.25498272449057e-149,-0.361410629867339,0.455,0.655,1.04892540230685e-144
"Snrpb",2.62946802877098e-148,-0.317580449499049,0.208,0.41,3.80168487599709e-144
"Psma2",2.61792454710928e-147,-0.352084544780306,0.313,0.527,3.7849953102106e-143
"Oxct1",4.28417160259359e-147,-0.346930227224775,0.182,0.374,6.19405530302982e-143
"Mtpn",8.73012523863317e-147,-0.343542799585621,0.249,0.46,1.26220150700158e-142
"Phb2",2.02085079305043e-146,-0.374917013839475,0.261,0.466,2.92174607659232e-142
"Bsg",2.33657423567319e-146,-0.340091258901722,0.284,0.5,3.3782190299363e-142
"Gpx1",4.41553848129708e-146,-0.378267365545331,0.316,0.523,6.38398553625932e-142
"Ndufb6",6.26013234885686e-146,-0.274790630874794,0.126,0.301,9.05089934997724e-142
"Phf5a",7.30660410045638e-146,-0.264742800566359,0.104,0.267,1.05638882084398e-141
"Immt",1.49324871738422e-145,-0.297635453336669,0.171,0.364,2.15893899559411e-141
"Rars",2.54163597143227e-145,-0.289340667512052,0.121,0.292,3.67469728749677e-141
"Sec61a1",4.15090868733815e-145,-0.321842870449378,0.229,0.437,6.00138378015349e-141
"Nsun2",4.68887379616763e-145,-0.419817320604887,0.262,0.459,6.77917373449915e-141
"Mrps7",7.77041795721706e-145,-0.267865295294501,0.091,0.245,1.12344702825444e-140
"Hnrnpa1",9.44026597831157e-145,-0.360158720557732,0.315,0.522,1.36487365514429e-140
"Ctla4",2.12729964300087e-144,-0.532186630994251,0.206,0.391,3.07564982385066e-140
"Mapre1",2.3298299706012e-144,-0.318067496050719,0.276,0.493,3.36846817149521e-140
"Rfc1",2.52037804001637e-144,-0.277858672527247,0.121,0.292,3.64396257025567e-140
"Trim28",2.785717840288e-144,-0.352379690878867,0.241,0.444,4.02759085348839e-140
"Eprs",3.28488113478984e-144,-0.350867734799712,0.245,0.452,4.74928114467916e-140
"Pcbp1",2.42880312298459e-143,-0.374370055484344,0.36,0.561,3.51156355521112e-139
"Cenpb",8.80895304954379e-143,-0.260283870037016,0.098,0.255,1.27359843190304e-138
"Osbpl3",1.35572655113619e-142,-0.269603890824401,0.054,0.181,1.9601094476327e-138
"Hspa14",1.87160699420036e-142,-0.280436850002364,0.146,0.328,2.70596939221488e-138
"Tmem14c",3.43544519352571e-142,-0.276880891462157,0.128,0.3,4.96696666079947e-138
"Manf",3.57552254095084e-142,-0.304113542514503,0.136,0.311,5.16949048970673e-138
"Spcs3",8.02074336875193e-142,-0.308616193294402,0.215,0.417,1.15963907625415e-137
"Flna",9.60667943405211e-142,-0.405847622713492,0.622,0.762,1.38893371257525e-137
"Bag1",1.1356402906742e-141,-0.305997944831802,0.219,0.422,1.64190873225676e-137
"Evl",1.38506836648733e-141,0.448715714561736,0.472,0.283,2.00253184426738e-137
"Ptplad1",2.84431107142169e-141,-0.314066215101814,0.124,0.291,4.11230494706148e-137
"Gbp2b",4.00604084666968e-141,-0.542792124391992,0.017,0.103,5.79193385611502e-137
"Metap2",5.2836292461816e-141,-0.329198139516958,0.221,0.422,7.63907116412935e-137
"Slc38a1",9.97831294221813e-141,-0.304674971192606,0.166,0.354,1.4426644851859e-136
"Psmc5",1.19938139936023e-140,-0.336567527357895,0.223,0.42,1.73406562719502e-136
"Mrpl20",1.40871435180887e-140,-0.281296059436975,0.122,0.29,2.03671920984526e-136
"Tpm3",1.67990105096752e-140,-0.334977975389384,0.589,0.749,2.42880093948884e-136
"Srrt",3.05254928841017e-140,-0.349893056317636,0.337,0.545,4.41337576118342e-136
"Uqcr10",3.41523636862894e-140,-0.285874499272043,0.142,0.317,4.93774874176372e-136
"Rbm3",9.56545359570465e-140,-0.343633199546051,0.27,0.476,1.38297328086698e-135
"Sla",1.1735639394806e-139,-0.4365255854342,0.285,0.487,1.69673874370105e-135
"Gm2a",1.34272088367917e-139,-0.394924140186524,0.26,0.457,1.94130585362334e-135
"Minos1",1.56776413636881e-139,-0.308917004460197,0.221,0.423,2.26667338836203e-135
"Arpc2",1.64206561280118e-139,-0.298015281737299,0.694,0.825,2.37409846298794e-135
"Rrbp1",4.81000784619246e-139,-0.318367338618306,0.158,0.339,6.95430934402506e-135
"Nolc1",4.93453661789554e-139,-0.380375417834764,0.155,0.33,7.13435304215337e-135
"Prmt5",5.43646054065753e-139,-0.303563683257547,0.117,0.281,7.86003464968265e-135
"Cox5b",8.90879182865519e-139,-0.305552231401241,0.219,0.42,1.28803312258697e-134
