"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","color","pval_plot","avg_logFC_plot"
"Smyd5",0.0729459752454628,0.0142381855130236,0.13,0.097,1,NA,"a",1,0.0142381855130236
"Pyhin1",0.0730223715839456,-0.0602532936893162,0.379,0.298,1,NA,"a",1,-0.0602532936893162
"Slc48a1",0.0731128494572719,-0.0587251120119363,0.144,0.106,1,NA,"a",1,-0.0587251120119363
"Zfyve20",0.0731587450948883,-0.0168268792839194,0.114,0.082,1,NA,"a",1,-0.0168268792839194
"Cep68",0.0731996254207319,-0.0399464824773317,0.12,0.086,1,NA,"a",1,-0.0399464824773317
"Tmem173",0.0732487983995166,-0.0660850713343574,0.392,0.3,1,NA,"a",1,-0.0660850713343574
"Ulk2",0.0733103256395869,-0.0535593734118366,0.105,0.073,1,NA,"a",1,-0.0535593734118366
"Plxnd1",0.0733689697156558,-0.136904433105278,0.085,0.11,1,NA,"a",1,-0.136904433105278
"Bhlhe40",0.0737123693748769,-0.00848391702796894,0.108,0.077,1,NA,"a",1,-0.00848391702796894
"Casp2",0.0740583623597397,-0.0456741361556165,0.2,0.153,1,NA,"a",1,-0.0456741361556165
"Ctr9",0.0742888207280571,-0.0254999557783675,0.256,0.198,1,NA,"a",1,-0.0254999557783675
"Arpc2",0.074600894063587,-0.0796657149521707,0.942,0.898,1,NA,"a",1,-0.0796657149521707
"Pum1",0.074602167835965,-0.0830732540846045,0.282,0.215,1,NA,"a",1,-0.0830732540846045
"Bnip3l",0.0753925010977904,-0.0695521459468081,0.162,0.119,1,NA,"a",1,-0.0695521459468081
"Npc1",0.0754066439239247,-0.056578697583571,0.17,0.128,1,NA,"a",1,-0.056578697583571
"Ell2",0.075757660373426,-0.0284979526446438,0.111,0.08,1,NA,"a",1,-0.0284979526446438
"Commd4",0.0759262523680242,-0.0983971239571472,0.197,0.147,1,NA,"a",1,-0.0983971239571472
"Fnbp1",0.0761829839852673,0.00661724269732611,0.75,0.626,1,NA,"a",1,0.00661724269732611
"Rab35",0.0761839127497499,-0.0632187924298456,0.511,0.393,1,NA,"a",1,-0.0632187924298456
"Ubr4",0.076191806333516,-0.0786859658851895,0.45,0.348,1,NA,"a",1,-0.0786859658851895
"Terf2ip",0.0763143487804266,-0.0603780235655214,0.126,0.091,1,NA,"a",1,-0.0603780235655214
"Zwint",0.0763563588459945,-0.0607113121210324,0.235,0.18,1,NA,"a",1,-0.0607113121210324
"Casp7",0.0766156853303888,-0.0346295582631215,0.191,0.145,1,NA,"a",1,-0.0346295582631215
"Herc6",0.0766312268035786,-0.0122074398116904,0.123,0.09,1,NA,"a",1,-0.0122074398116904
"Tor2a",0.0767288030292483,-0.0858446565397387,0.192,0.144,1,NA,"a",1,-0.0858446565397387
"Tsta3",0.0772540084525295,-0.0674469031805755,0.185,0.14,1,NA,"a",1,-0.0674469031805755
"Usp34",0.0772767786556938,-0.0173075791967512,0.644,0.498,1,NA,"a",1,-0.0173075791967512
"Stat5b",0.0775620387509428,-0.110884667734002,0.403,0.305,1,NA,"a",1,-0.110884667734002
"Ikbkg",0.0776315377341078,-0.0204875956156648,0.12,0.087,1,NA,"a",1,-0.0204875956156648
"Pggt1b",0.0776905628868203,-0.0790845504757451,0.114,0.081,1,NA,"a",1,-0.0790845504757451
"Pmvk",0.0778815907545906,-0.0536342194469204,0.191,0.144,1,NA,"a",1,-0.0536342194469204
"Rbm43",0.0780458519085846,-0.0596092804060424,0.18,0.135,1,NA,"a",1,-0.0596092804060424
"Spg21",0.078751339126551,-0.0431305070872502,0.206,0.158,1,NA,"a",1,-0.0431305070872502
"Cdc37",0.0788229502101777,-0.00293825510749546,0.759,0.622,1,NA,"a",1,-0.00293825510749546
"BC026590",0.0789392020372641,-0.0217728998585238,0.127,0.094,1,NA,"a",1,-0.0217728998585238
"Gpatch2l",0.0791120702055231,0.00457479169343369,0.115,0.085,1,NA,"a",1,0.00457479169343369
"Cab39",0.0792808291760288,-0.169834240441707,0.708,0.611,1,NA,"a",1,-0.169834240441707
"Hnrnpu",0.0794721385329507,0.0195336585628079,0.929,0.87,1,NA,"a",1,0.0195336585628079
"Dscr3",0.0795102296035957,-0.0724555127793889,0.253,0.193,1,NA,"a",1,-0.0724555127793889
"Gskip",0.0795910752793611,-0.0308290237785684,0.112,0.081,1,NA,"a",1,-0.0308290237785684
"Gmps",0.0795986164359534,-0.02561594629645,0.489,0.389,1,NA,"a",1,-0.02561594629645
"Thyn1",0.0796255338299409,-0.0438199826666367,0.148,0.111,1,NA,"a",1,-0.0438199826666367
"Noc4l",0.0797548124166381,-0.040183264303763,0.215,0.166,1,NA,"a",1,-0.040183264303763
"Pacs2",0.0798625968226816,-0.00220447722305403,0.123,0.091,1,NA,"a",1,-0.00220447722305403
"Jagn1",0.0805000484997214,-0.0409599765232349,0.144,0.107,1,NA,"a",1,-0.0409599765232349
"Rnf169",0.0808622712893232,-0.0238139061227556,0.124,0.091,1,NA,"a",1,-0.0238139061227556
"Tomm5",0.0808880791862682,-0.0731261582265491,0.15,0.111,1,NA,"a",1,-0.0731261582265491
"Cox5b",0.0809167013749699,-0.0196890305624851,0.644,0.503,1,NA,"a",1,-0.0196890305624851
"Eif2ak2",0.0812916553997144,-0.0460232998808978,0.28,0.219,1,NA,"a",1,-0.0460232998808978
"Slc25a5",0.0813558558675784,-0.0994636748700584,0.826,0.74,1,NA,"a",1,-0.0994636748700584
"Zfp260",0.0817455846278997,-0.0836930309001369,0.167,0.124,1,NA,"a",1,-0.0836930309001369
"Rpsa-ps10",0.0820812017846574,-0.0477268210082353,0.117,0.085,1,NA,"a",1,-0.0477268210082353
"Eif4a3",0.0821490028674154,-0.0617754098657393,0.662,0.516,1,NA,"a",1,-0.0617754098657393
"Calr",0.0825849785291727,0.0346085007650268,0.92,0.837,1,NA,"a",1,0.0346085007650268
"Dazap2",0.0826169500777977,-0.0299537289288601,0.674,0.532,1,NA,"a",1,-0.0299537289288601
"Kat2b",0.0826486146338069,-0.0690818105037411,0.153,0.113,1,NA,"a",1,-0.0690818105037411
"Ppp2r5a",0.0827662192758249,-0.0080434441635171,0.645,0.511,1,NA,"a",1,-0.0080434441635171
"Sp100",0.0828567043576909,-0.0515249264055118,0.633,0.493,1,NA,"a",1,-0.0515249264055118
"Rpl35",0.0829370704103197,-0.0527159172691516,0.602,0.478,1,NA,"a",1,-0.0527159172691516
"Amdhd2",0.0830765013210897,-0.0270576270186593,0.129,0.095,1,NA,"a",1,-0.0270576270186593
"Plxdc1",0.0831435463427576,-0.0340350726218124,0.121,0.088,1,NA,"a",1,-0.0340350726218124
"Eef2",0.083672595100538,-0.0375464609842475,1,0.996,1,NA,"a",1,-0.0375464609842475
"Capg",0.0836841811560026,-0.14028933029372,0.882,0.799,1,NA,"a",1,-0.14028933029372
"Abhd12",0.0837202625844084,-0.0398788923950102,0.142,0.106,1,NA,"a",1,-0.0398788923950102
"Zfand3",0.0839843191301138,-0.0373505828091353,0.127,0.094,1,NA,"a",1,-0.0373505828091353
"Gm4955",0.0842729127940591,-0.0330151000043966,0.136,0.102,1,NA,"a",1,-0.0330151000043966
"Ddx5",0.0844604809081187,-0.0751449629749592,0.939,0.89,1,NA,"a",1,-0.0751449629749592
"Tprgl",0.0848903004809217,-0.12619712004312,0.341,0.258,1,NA,"a",1,-0.12619712004312
"Myd88",0.0849317622764527,-0.0336320353790543,0.242,0.188,1,NA,"a",1,-0.0336320353790543
"Stk25",0.0855967050425188,-0.0428664637274146,0.132,0.097,1,NA,"a",1,-0.0428664637274146
"Galk1",0.0859687070989592,-0.0327665559359985,0.302,0.24,1,NA,"a",1,-0.0327665559359985
"Xist",0.0860164864298318,0.00205133201756258,0.729,0.602,1,NA,"a",1,0.00205133201756258
"Irgm1",0.0861761970579004,-0.0591032705466245,0.218,0.169,1,NA,"a",1,-0.0591032705466245
"Epb4.1",0.0862577126161597,-0.0545179562472849,0.32,0.247,1,NA,"a",1,-0.0545179562472849
"Pef1",0.086433913909792,-0.0274385902035363,0.17,0.128,1,NA,"a",1,-0.0274385902035363
"Acbd3",0.0865783889400263,-0.0853168752179828,0.224,0.171,1,NA,"a",1,-0.0853168752179828
"Mapkapk2",0.0865944940768537,-0.135853194430216,0.409,0.308,1,NA,"a",1,-0.135853194430216
"Isyna1",0.0868168183767648,-0.0572251321417133,0.358,0.277,1,NA,"a",1,-0.0572251321417133
"Pdlim1",0.0871732238776751,-0.0231003186454999,0.133,0.099,1,NA,"a",1,-0.0231003186454999
"Cdv3",0.0873103138444879,-0.0279483111264811,0.538,0.426,1,NA,"a",1,-0.0279483111264811
"Ifi35",0.0879024946663997,-0.0773982882988352,0.314,0.243,1,NA,"a",1,-0.0773982882988352
"Map2k3",0.0879239127342636,-0.0956892392129569,0.432,0.331,1,NA,"a",1,-0.0956892392129569
"Ranbp9",0.0880208925898123,-0.0691788924129482,0.365,0.284,1,NA,"a",1,-0.0691788924129482
"Cd37",0.088024584126453,-0.0911419502677702,0.327,0.249,1,NA,"a",1,-0.0911419502677702
"Pfkl",0.088374868079218,-0.0630671708304974,0.355,0.277,1,NA,"a",1,-0.0630671708304974
"Tmub2",0.0888678967915016,-0.0117210546127502,0.114,0.083,1,NA,"a",1,-0.0117210546127502
"Fbxw11",0.0889239356596902,-0.0215062957120766,0.318,0.253,1,NA,"a",1,-0.0215062957120766
"Celsr1",0.0891614605813445,-0.0184734111973736,0.142,0.107,1,NA,"a",1,-0.0184734111973736
"Oaz1",0.0895896831175839,-0.0716512810319294,0.921,0.837,1,NA,"a",1,-0.0716512810319294
"Pfdn2",0.0904595382948923,-0.0239161935501418,0.145,0.111,1,NA,"a",1,-0.0239161935501418
"Bcl11b",0.0904790656173832,-0.0746820684402025,0.536,0.417,1,NA,"a",1,-0.0746820684402025
"H2-Q4",0.0906031212957411,-0.112581419265216,0.388,0.297,1,NA,"a",1,-0.112581419265216
"Wbp2",0.0908141192894434,-0.071398618699089,0.208,0.159,1,NA,"a",1,-0.071398618699089
"Rps11",0.0908198104159961,-0.0918877529499686,0.87,0.777,1,NA,"a",1,-0.0918877529499686
"Itpripl1",0.0913149983639355,-0.0827930823485747,0.221,0.168,1,NA,"a",1,-0.0827930823485747
"Fbxo7",0.0916261967412571,-0.0179266077565567,0.127,0.095,1,NA,"a",1,-0.0179266077565567
"Eif3a",0.0917541502461541,0.0196321217618025,0.759,0.632,1,NA,"a",1,0.0196321217618025
"Stat5a",0.0917601227868195,-0.0548358673404793,0.162,0.123,1,NA,"a",1,-0.0548358673404793
"Usp19",0.09207641381103,-0.0547083975696601,0.303,0.238,1,NA,"a",1,-0.0547083975696601
"Ogdh",0.0923600965382965,-0.0269095620782629,0.612,0.478,1,NA,"a",1,-0.0269095620782629
"Dhx57",0.0927932823248722,-0.0366193093507229,0.124,0.092,1,NA,"a",1,-0.0366193093507229
"Sypl",0.0934663975716387,-0.0558952920234204,0.326,0.257,1,NA,"a",1,-0.0558952920234204
"Dennd2d",0.0935847454648752,-0.0424490390647099,0.198,0.153,1,NA,"a",1,-0.0424490390647099
"Ankrd17",0.0936890325431171,-0.0544171650507197,0.495,0.386,1,NA,"a",1,-0.0544171650507197
"Herc1",0.0942811367668705,-0.0599474949309933,0.47,0.375,1,NA,"a",1,-0.0599474949309933
"Mgat1",0.0942834599308758,-0.0296163983381955,0.335,0.26,1,NA,"a",1,-0.0296163983381955
"Trip4",0.0947272469050522,-0.064014468959629,0.153,0.115,1,NA,"a",1,-0.064014468959629
"Dazap1",0.0947412333955913,-0.0426139134829702,0.514,0.399,1,NA,"a",1,-0.0426139134829702
"Tbc1d1",0.0948236012006629,-0.0521463684586422,0.188,0.144,1,NA,"a",1,-0.0521463684586422
"Tex10",0.0949028342321975,-0.0469276160797431,0.241,0.186,1,NA,"a",1,-0.0469276160797431
"Ppp1r12c",0.0949667660927664,-0.0544919018925981,0.303,0.236,1,NA,"a",1,-0.0544919018925981
"Snrnp200",0.095026129848083,0.00289623277084949,0.636,0.501,1,NA,"a",1,0.00289623277084949
"Prkrip1",0.0951736573347263,-0.015853476806203,0.114,0.083,1,NA,"a",1,-0.015853476806203
"Lamc1",0.0955287115013191,-0.100546516277897,0.447,0.343,1,NA,"a",1,-0.100546516277897
"Mrs2",0.0957825874099527,0.0033375971021106,0.132,0.1,1,NA,"a",1,0.0033375971021106
"Ighmbp2",0.0962816707077412,0.000205894122811634,0.103,0.076,1,NA,"a",1,0.000205894122811634
"Kansl1",0.096393105465489,-0.0937938017031607,0.288,0.221,1,NA,"a",1,-0.0937938017031607
"Gmip",0.0971423555348912,-0.113794311582491,0.358,0.276,1,NA,"a",1,-0.113794311582491
"Gale",0.0971884696168826,-0.010713399768451,0.159,0.124,1,NA,"a",1,-0.010713399768451
"Havcr2",0.0976983512215241,-0.236569294552672,0.232,0.245,1,NA,"a",1,-0.236569294552672
"Ammecr1",0.097965098900789,-0.0513637908342467,0.12,0.088,1,NA,"a",1,-0.0513637908342467
"Mon1b",0.0979794526591817,-0.0275683063940531,0.168,0.129,1,NA,"a",1,-0.0275683063940531
"Itga6",0.0982487428406307,-0.0798035483418826,0.423,0.324,1,NA,"a",1,-0.0798035483418826
"Gnb1",0.0985267989144209,-0.0319865653320675,0.683,0.526,1,NA,"a",1,-0.0319865653320675
"Paxip1",0.0987639244882634,-0.0569548105291292,0.298,0.234,1,NA,"a",1,-0.0569548105291292
"Trbc2",0.098951698329094,-0.0855038088392877,0.932,0.905,1,NA,"a",1,-0.0855038088392877
"Preb",0.0991560052183203,-0.0918560306686731,0.308,0.235,1,NA,"a",1,-0.0918560306686731
"Trappc6a",0.099521978112028,-0.0576244149235265,0.114,0.082,1,NA,"a",1,-0.0576244149235265
"Aup1",0.0996453305687909,-0.0798612859134039,0.424,0.329,1,NA,"a",1,-0.0798612859134039
"Naa40",0.0997132540282574,-0.0255005734216892,0.188,0.147,1,NA,"a",1,-0.0255005734216892
"Cdc14b",0.0997300629308191,-0.0407186822397403,0.121,0.09,1,NA,"a",1,-0.0407186822397403
"Snx4",0.0997515372767375,-0.0779899713815151,0.415,0.315,1,NA,"a",1,-0.0779899713815151
"Prpsap2",0.0998963631732969,-0.0317673171918471,0.111,0.081,1,NA,"a",1,-0.0317673171918471
"Axin2",0.100139451493538,-0.184351226914009,0.114,0.134,1,NA,"a",1,-0.184351226914009
"Smdt1",0.100772898888426,-0.0677759300663694,0.544,0.42,1,NA,"a",1,-0.0677759300663694
"Ubac2",0.100962968341856,-0.122313264686924,0.211,0.159,1,NA,"a",1,-0.122313264686924
"Dhrs1",0.101167240957382,-0.0642547190605475,0.194,0.149,1,NA,"a",1,-0.0642547190605475
"Fancm",0.101438485565302,-0.0585573661397388,0.186,0.144,1,NA,"a",1,-0.0585573661397388
"Tbcel",0.101588435877122,-0.0862216725933854,0.126,0.092,1,NA,"a",1,-0.0862216725933854
"Zfp146",0.102179274961683,-0.0276804800446706,0.12,0.088,1,NA,"a",1,-0.0276804800446706
"Laptm4a",0.103465164189015,-0.0634874785689625,0.242,0.19,1,NA,"a",1,-0.0634874785689625
"2610002J02Rik",0.103790438916934,-0.0485498562880873,0.155,0.118,1,NA,"a",1,-0.0485498562880873
"Fam102a",0.103892266537516,-0.0750320275625757,0.176,0.135,1,NA,"a",1,-0.0750320275625757
"Zmym4",0.10472597811595,-0.0651345683031576,0.189,0.147,1,NA,"a",1,-0.0651345683031576
"Senp3",0.104828200813175,-0.0724657872528005,0.294,0.23,1,NA,"a",1,-0.0724657872528005
"Cstf2t",0.105004967467437,-0.0513995644120386,0.174,0.134,1,NA,"a",1,-0.0513995644120386
"Dnajc3",0.105565935104313,-0.0548878835792339,0.574,0.455,1,NA,"a",1,-0.0548878835792339
"Scaf11",0.105704864994749,-0.0318753082762151,0.63,0.502,1,NA,"a",1,-0.0318753082762151
"Serinc3",0.105889575735984,-0.0184106646385285,0.798,0.674,1,NA,"a",1,-0.0184106646385285
"Larp1b",0.106286540125647,-0.0636134094460435,0.291,0.228,1,NA,"a",1,-0.0636134094460435
"G3bp2",0.106702247177075,0.00937876977965835,0.692,0.561,1,NA,"a",1,0.00937876977965835
"Cep250",0.107046569375044,-0.076209289770794,0.402,0.32,1,NA,"a",1,-0.076209289770794
"Arhgap9",0.107074636005484,-0.0235537394178198,0.52,0.413,1,NA,"a",1,-0.0235537394178198
"Tnrc6c",0.107495231858448,-0.0764849588796413,0.182,0.139,1,NA,"a",1,-0.0764849588796413
"Ube2h",0.107682536301949,-0.0938947557917732,0.23,0.177,1,NA,"a",1,-0.0938947557917732
"Spcs2",0.107958847453488,-0.0548748256409757,0.629,0.502,1,NA,"a",1,-0.0548748256409757
"Zfp207",0.108738087952699,-0.0350102900596376,0.629,0.498,1,NA,"a",1,-0.0350102900596376
"Ube2i",0.108853996671406,-0.0565371753117468,0.295,0.23,1,NA,"a",1,-0.0565371753117468
"Lypla2",0.108997170965118,-0.103306745959379,0.352,0.271,1,NA,"a",1,-0.103306745959379
"Asl",0.109000685415432,-0.0148011914590695,0.162,0.126,1,NA,"a",1,-0.0148011914590695
"Papd7",0.109096396587571,-0.00792757800653324,0.111,0.082,1,NA,"a",1,-0.00792757800653324
"Vars2",0.10913310590209,-0.0480512679644807,0.103,0.075,1,NA,"a",1,-0.0480512679644807
"Lphn1",0.109906993783021,-0.0322142615693954,0.123,0.092,1,NA,"a",1,-0.0322142615693954
"Dctpp1",0.109942377197175,-0.0542140076466097,0.311,0.248,1,NA,"a",1,-0.0542140076466097
"Arpc5",0.110742058722295,0.0358642259506068,0.894,0.786,1,NA,"a",1,0.0358642259506068
"Gnl2",0.110924887820929,-0.0418947427607353,0.235,0.186,1,NA,"a",1,-0.0418947427607353
"Sbno1",0.111347674675377,-0.0130711481318422,0.602,0.474,1,NA,"a",1,-0.0130711481318422
"Il12rb1",0.11169272797751,-0.163576369846547,0.182,0.201,1,NA,"a",1,-0.163576369846547
"Nipbl",0.11174072789736,-0.0801628520211526,0.498,0.389,1,NA,"a",1,-0.0801628520211526
"Hmbs",0.112047118239704,-0.0677943915148934,0.253,0.198,1,NA,"a",1,-0.0677943915148934
"Stom",0.112222346221888,-0.0743056777844076,0.12,0.088,1,NA,"a",1,-0.0743056777844076
"Nsmce1",0.112226328331185,-0.127124792810124,0.418,0.317,1,NA,"a",1,-0.127124792810124
"Ikzf4",0.112348198216027,-0.0433626653996873,0.109,0.081,1,NA,"a",1,-0.0433626653996873
"Lactb",0.11346691552859,-0.0832420027603768,0.132,0.097,1,NA,"a",1,-0.0832420027603768
"Tmppe",0.113751865813351,-0.0646356517171587,0.121,0.091,1,NA,"a",1,-0.0646356517171587
"Haus2",0.113802856167234,-0.00930069724421348,0.132,0.101,1,NA,"a",1,-0.00930069724421348
"Ranbp2",0.113975778280148,-0.011762060185361,0.758,0.621,1,NA,"a",1,-0.011762060185361
"Car5b",0.114706796908721,-0.0625398217554263,0.15,0.114,1,NA,"a",1,-0.0625398217554263
"Cars2",0.114910390182585,-0.0538442160415067,0.144,0.11,1,NA,"a",1,-0.0538442160415067
"mt-Co1",0.115239611047425,-0.0584440387371488,0.991,0.975,1,NA,"a",1,-0.0584440387371488
"Gnas",0.115519359081758,0.00802473067835852,0.939,0.861,1,NA,"a",1,0.00802473067835852
"Zswim8",0.115629871184795,-0.0390810262015125,0.105,0.077,1,NA,"a",1,-0.0390810262015125
"Spty2d1",0.115633461718851,-0.0787687234379407,0.273,0.214,1,NA,"a",1,-0.0787687234379407
"Apc",0.11563781843663,-0.0618110103460272,0.259,0.205,1,NA,"a",1,-0.0618110103460272
"Tet2",0.115662784058268,-0.0279058022586653,0.182,0.143,1,NA,"a",1,-0.0279058022586653
"Sf1",0.115965818044992,-0.0675639358310034,0.588,0.454,1,NA,"a",1,-0.0675639358310034
"Mcl1",0.116132436553784,-0.0431125097833416,0.726,0.587,1,NA,"a",1,-0.0431125097833416
"Rnf166",0.11619470200965,-0.0276482311989429,0.103,0.076,1,NA,"a",1,-0.0276482311989429
"Akt2",0.116450265068133,-0.0838774237651184,0.426,0.327,1,NA,"a",1,-0.0838774237651184
"Bub3",0.116670725183596,-0.0597902825542055,0.476,0.377,1,NA,"a",1,-0.0597902825542055
"Brwd3",0.116804269871831,-0.038263001930812,0.132,0.1,1,NA,"a",1,-0.038263001930812
"Trpv2",0.11691233836653,-0.0540404098434358,0.359,0.287,1,NA,"a",1,-0.0540404098434358
"Pak2",0.116998828128855,0.0034119333892153,0.726,0.603,1,NA,"a",1,0.0034119333892153
"Ccdc47",0.117445677525215,-0.0925653326349194,0.359,0.279,1,NA,"a",1,-0.0925653326349194
"Mrpl39",0.117628464248833,-0.0705467458592774,0.2,0.154,1,NA,"a",1,-0.0705467458592774
"Tsc22d2",0.117778257203819,-0.023618204992073,0.106,0.078,1,NA,"a",1,-0.023618204992073
"Cwf19l2",0.11779813913594,-0.0358295601813424,0.102,0.075,1,NA,"a",1,-0.0358295601813424
"Psmd2",0.118221257419139,-0.020746773401946,0.765,0.607,1,NA,"a",1,-0.020746773401946
"Ring1",0.118603198401975,-0.0315602640378266,0.138,0.105,1,NA,"a",1,-0.0315602640378266
"Map3k5",0.118711861369176,-0.105377226646481,0.295,0.23,1,NA,"a",1,-0.105377226646481
"Rab1",0.118839477988153,-0.0193834584223114,0.579,0.46,1,NA,"a",1,-0.0193834584223114
"Trappc12",0.118870960186884,-0.0742429682319347,0.185,0.143,1,NA,"a",1,-0.0742429682319347
"Gmppa",0.119279412463585,-0.0567424576564027,0.129,0.097,1,NA,"a",1,-0.0567424576564027
"Ikzf2",0.119565774123834,-0.190108521972504,0.738,0.662,1,NA,"a",1,-0.190108521972504
"Mtor",0.119717879392284,-0.0470498493676346,0.164,0.126,1,NA,"a",1,-0.0470498493676346
"Bag5",0.120027479141344,-0.00415402777909502,0.136,0.105,1,NA,"a",1,-0.00415402777909502
"Atg2a",0.120597176739776,-0.0900746540662638,0.123,0.091,1,NA,"a",1,-0.0900746540662638
"Lats1",0.120642031306263,-0.0790733715781239,0.139,0.105,1,NA,"a",1,-0.0790733715781239
"Wdr1",0.120691673974098,0.0268288778325794,0.838,0.699,1,NA,"a",1,0.0268288778325794
"Fryl",0.120793557258708,-0.0929574188748613,0.412,0.322,1,NA,"a",1,-0.0929574188748613
"Nfatc2",0.122095348602225,-0.0387886894724717,0.235,0.185,1,NA,"a",1,-0.0387886894724717
"Mob2",0.122562131561833,-0.038538775129071,0.142,0.109,1,NA,"a",1,-0.038538775129071
"Auh",0.122808755237472,-0.0794346043618682,0.124,0.092,1,NA,"a",1,-0.0794346043618682
"Polr3e",0.122902272547099,-0.0527727083282704,0.12,0.09,1,NA,"a",1,-0.0527727083282704
"Wdr12",0.123433619553845,-0.0595867907339866,0.202,0.157,1,NA,"a",1,-0.0595867907339866
"Heatr1",0.124321014488547,-0.0778900959600879,0.336,0.273,1,NA,"a",1,-0.0778900959600879
"Mtf1",0.124580569933065,-0.0773655457145793,0.164,0.126,1,NA,"a",1,-0.0773655457145793
"Impdh1",0.125046656988712,-0.0791490360913489,0.197,0.154,1,NA,"a",1,-0.0791490360913489
"Tollip",0.125187441645022,-0.0587729177225675,0.159,0.123,1,NA,"a",1,-0.0587729177225675
"Shprh",0.125364373696849,-0.0515784471139532,0.171,0.133,1,NA,"a",1,-0.0515784471139532
"Tiam1",0.125960830997122,-0.0869608126107445,0.285,0.223,1,NA,"a",1,-0.0869608126107445
"Ube2q1",0.126378329468854,-0.0543358949601879,0.573,0.451,1,NA,"a",1,-0.0543358949601879
"Wbp1l",0.12643904496208,-0.113897965155504,0.33,0.26,1,NA,"a",1,-0.113897965155504
"Nono",0.126588185738765,-0.0170045864021817,0.724,0.599,1,NA,"a",1,-0.0170045864021817
"Xrn2",0.127782666072678,-0.0467119043109088,0.697,0.542,1,NA,"a",1,-0.0467119043109088
"Dennd4a",0.128200373127687,-0.0595761177432883,0.135,0.102,1,NA,"a",1,-0.0595761177432883
"Srebf2",0.128507983790868,-0.0869115976276038,0.479,0.374,1,NA,"a",1,-0.0869115976276038
"Slc3a2",0.128913630637784,-0.109149880686922,0.274,0.212,1,NA,"a",1,-0.109149880686922
"Otud4",0.129059720093125,-0.0825459808320027,0.412,0.325,1,NA,"a",1,-0.0825459808320027
"Gnptab",0.129181825671875,-0.0629660395232748,0.215,0.172,1,NA,"a",1,-0.0629660395232748
"Pdia4",0.129377006541141,-0.0432701807231306,0.595,0.465,1,NA,"a",1,-0.0432701807231306
"Yeats2",0.130552133300424,-0.0203887663082487,0.126,0.096,1,NA,"a",1,-0.0203887663082487
"Stard4",0.130933064648678,-0.0923808314506206,0.389,0.307,1,NA,"a",1,-0.0923808314506206
"Litaf",0.131385277446273,-0.0592247063776411,0.173,0.135,1,NA,"a",1,-0.0592247063776411
"Acap1",0.131580599962585,-0.18457227828875,0.555,0.496,1,NA,"a",1,-0.18457227828875
"Myl12a",0.132354428539096,-0.0339670885315659,0.623,0.494,1,NA,"a",1,-0.0339670885315659
"Arhgap1",0.134154881996522,-0.107593569622647,0.268,0.209,1,NA,"a",1,-0.107593569622647
"Gzmb",0.135462891696224,-0.370680116269988,0.286,0.297,1,NA,"a",1,-0.370680116269988
"Gm16286",0.136162902253507,-0.0882043268576603,0.435,0.338,1,NA,"a",1,-0.0882043268576603
"Hcls1",0.136191575254879,-0.111783390281335,0.752,0.69,1,NA,"a",1,-0.111783390281335
"Gstp1",0.136404890928188,-0.05534648923993,0.133,0.101,1,NA,"a",1,-0.05534648923993
"Usp9x",0.138678241067298,-0.0810245397633093,0.571,0.44,1,NA,"a",1,-0.0810245397633093
"D1Ertd622e",0.1388168439013,-0.164427582097804,0.162,0.178,1,NA,"a",1,-0.164427582097804
"Ykt6",0.139535672987873,-0.0491672124175641,0.452,0.354,1,NA,"a",1,-0.0491672124175641
"2310044G17Rik",0.139546739766873,-0.0290847081107623,0.102,0.076,1,NA,"a",1,-0.0290847081107623
"Hivep2",0.139632531704717,-0.1114676897984,0.324,0.257,1,NA,"a",1,-0.1114676897984
"Clk3",0.140168606038979,-0.0839281502694464,0.273,0.216,1,NA,"a",1,-0.0839281502694464
"Iffo2",0.140858306719842,-0.130516357884667,0.091,0.11,1,NA,"a",1,-0.130516357884667
"Patz1",0.140959143923959,-0.0219849313124235,0.121,0.094,1,NA,"a",1,-0.0219849313124235
"Tlk2",0.140963236619241,-0.112435256069435,0.268,0.207,1,NA,"a",1,-0.112435256069435
"Sepw1",0.141739111340352,-0.0271885245767742,0.653,0.525,1,NA,"a",1,-0.0271885245767742
"Diap1",0.141739796759349,-0.0816117825566238,0.686,0.535,1,NA,"a",1,-0.0816117825566238
"Map3k3",0.142311035452098,-0.0553311061238574,0.235,0.187,1,NA,"a",1,-0.0553311061238574
"Trim35",0.142452546164931,-0.0701082962971115,0.279,0.221,1,NA,"a",1,-0.0701082962971115
"Nop10",0.142926403441285,-0.0285740318548668,0.188,0.15,1,NA,"a",1,-0.0285740318548668
"Ppp1r9b",0.143084080031903,-0.0838405283581681,0.376,0.295,1,NA,"a",1,-0.0838405283581681
"Mtdh",0.143114979474639,-0.0573170048960996,0.615,0.488,1,NA,"a",1,-0.0573170048960996
"Hdac1",0.145290890490396,-0.0430359614107074,0.594,0.461,1,NA,"a",1,-0.0430359614107074
"Whsc1",0.145466547325304,-0.00580275178246281,0.758,0.609,1,NA,"a",1,-0.00580275178246281
"Stat2",0.145738952592261,-0.255616102277795,0.217,0.225,1,NA,"a",1,-0.255616102277795
"Sdf4",0.146087415371998,-0.185442257884845,0.812,0.726,1,NA,"a",1,-0.185442257884845
"Ip6k1",0.14624983516352,-0.088917442504497,0.214,0.166,1,NA,"a",1,-0.088917442504497
"Capza2",0.146395691165448,-0.0433770743380033,0.642,0.517,1,NA,"a",1,-0.0433770743380033
